UO CADASTRADORA,12106,TRF - 5a. Regi�o
UO DEVEDORA,20201,INCRA
"",,IMPOSTOS  TRIBUTARIO,
2019,02599244920184050000,POSSE E EXERCICIO  REGIME ESTATUTARIO  SERVIDOR PUBLICO CIVIL,1.039.752
"",,ADMINISTRATIVO,
2019,02624906820184050000,AGREGACAO  SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR PUBLICO,403.246
"",,MILITAR  ADMINISTRATIVO,
2019,02624923820184050000,ISENCAO  LIMITACOES AO PODER DE TRIBUTAR  TRIBUTARIO,264.698
2019,02627808320184050000,INCIDENCIA SOBRE PROVENTOS DE PREVIDENCIA PRIVADA  IRPFIMPOSTO DE,56.513
"",,RENDA DE PESSOA FISICA  IMPOSTOS  TRIBUTARIO,
2019,02630709820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,253.235
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02639794320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,89.916
"",,TRABALHO,
2019,02639802820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,89.916
"",,TRABALHO,
2019,02624889820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,51.852
"",,TRABALHO,
2019,02650179020184050000,SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR  PUBLICO CIVIL,153.206
"",,ADMINISTRATIVO,
2019,02624871620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,51.852
"",,TRABALHO,
2019,02698271120184050000,SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR  PUBLICO CIVIL,103.191
"",,ADMINISTRATIVO,
2019,02698340320184050000,ISONOMIAEQUIVALENCIA SALARIAL  SISTEMA REMUNERATORIO E BENEFICIOS,67.324
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02698358520184050000,PROCURACAOMANDATO  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E,391.654
"",,DO TRABALHO,
2019,02698367020184050000,BENEFICIO DE ORDEM  LIQUIDACAOCUMPRIMENTOEXECUCAO  DIREITO,85.231
"",,PROCESSUAL CIVIL E DO TRABALHO,
2019,02699760720184050000,PROVISORIA  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,89.986
2019,02699778920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,140.278
"",,ADMINISTRATIVO,
2019,02712370720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,838.910
"",,ADMINISTRATIVO,
2019,02643787220184050000,AUXILIOINVALIDEZ  SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR PUBLICO,171.193
"",,MILITAR  ADMINISTRATIVO,
2019,02611854920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,8.498
"",,TRABALHO,
2019,02712388920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,1.098.907
"",,ADMINISTRATIVO,
2019,02611777220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02566671620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,10.356
"",,TRABALHO,
2019,02611794220184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,4.336
"",,TRABALHO,
2019,02611802720184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,13.027
"",,TRABALHO,
2019,02611811220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,508.620
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02611829420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,172.622
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02624898320184050000,GRATIFICACAO DE INCENTIVO  SISTEMA REMUNERATORIO E BENEFICIOS,82.974
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02611846420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,251.098
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02609940420184050000,IRPFIMPOSTO DE RENDA DE PESSOA FISICA  IMPOSTOS  TRIBUTARIO,180.384
2019,02611863420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02612175420184050000,GRATIFICACAO DE ATIVIDADE  SISTEMA REMUNERATORIO E BENEFICIOS,288.404
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02615362220184050000,RESTABELECIMENTO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,13.092
2019,02621278120184050000,REFORMA  SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR PUBLICO MILITAR,204.149
"",,ADMINISTRATIVO,
2019,02624846120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,51.852
"",,TRABALHO,
2019,02624854620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,51.852
"",,TRABALHO,
2019,02624863120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,51.852
"",,TRABALHO,
2019,02611837920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,9.760
"",,TRABALHO,
2019,02775221620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775143920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,144.154
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775152420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,158.695
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775160920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,145.716
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775179120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,3.888
"",,TRABALHO,
2019,02775187620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,352.573
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775196120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,73.868
"",,TRABALHO,
2019,02775309020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,34.183
"",,TRABALHO,
2019,02775213120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,6.837
"",,TRABALHO,
2019,02775118420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,506.562
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775239820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,290.354
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775248320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,282.576
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775256820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,295.116
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775265320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,144.176
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775273820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775282320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,147.558
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774944820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,9.085
"",,TRABALHO,
2019,02775204620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,19.439
"",,TRABALHO,
2019,02775049220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774901120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,172.616
"",,TRABALHO,
2019,02774961820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,325.110
2019,02774970320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,45.425
"",,TRABALHO,
2019,02774988520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,129.363
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774997020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,325.110
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775005520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,129.363
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775014020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,128.636
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775135420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775031020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,15.480
"",,TRABALHO,
2019,02775126920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,294.111
"",,TRABALHO,
2019,02775057720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775066220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775074720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,508.620
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775083220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,495.438
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775091720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,494.391
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775100220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,507.971
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775317520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,146.880
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775022520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,487.261
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775594320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,72.852
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775516620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775525120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775533620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775542120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775550620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,21.478
"",,TRABALHO,
2019,02775568820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,72.852
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775290820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775585820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,145.704
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775481420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775602820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,72.852
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775611320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,172.622
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775629520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,72.852
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775638020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,72.852
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02566646120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,197.094
"",,TRABALHO,
2019,02208022920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,70.481
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775646520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,145.704
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775577320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,72.852
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775412220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,120.290
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775326020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,129.895
"",,TRABALHO,
2019,02775334520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,220.042
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775343020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,207.030
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775351520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,222.721
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775369720184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,49.504
"",,TRABALHO,
2019,02775378220184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,2.605
"",,TRABALHO,
2019,02775386720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
2019,02775508120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,287.215
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775403720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,62.974
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775499620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,19.374
"",,TRABALHO,
2019,02775420720184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,5.849
"",,TRABALHO,
2019,02775438920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775447420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775455920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,111.139
"",,TRABALHO,
2019,02775464420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775472920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774936320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,325.110
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02775395220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,508.620
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774468920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,61.080
"",,TRABALHO,
2019,02774381520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,312.220
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774399720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774408220184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,36.007
"",,TRABALHO,
2019,02774416720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774425220184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,12.216
"",,TRABALHO,
2019,02774433720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,142.941
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774546620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774450720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,508.620
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774356020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,298.408
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774477420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774485920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774494420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,85.155
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774502920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,506.622
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774511420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,508.620
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774529620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,232.105
"",,TRABALHO,
2019,02774953320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,325.110
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774442220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,508.620
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02773239120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,275.861
"",,TRABALHO,
2019,02773143220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,436.923
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02773151720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,549.274
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02773160220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,438.694
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02773178420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,437.090
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02773186920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,14.519
"",,TRABALHO,
2019,02773195420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,205.835
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02773203920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,282.928
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774373020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,7.201
"",,TRABALHO,
2019,02773220920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,205.835
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774364520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774278320184050000,CONCESSAO  PENSAO  SERVIDOR PUBLICO MILITAR  ADMINISTRATIVO,260.819
2019,02774303820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
2019,02774312320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,136.827
"",,TRABALHO,
2019,02774320820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774339020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774347520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,298.448
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774555120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02773212420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,430.122
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02774831920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,99.366
"",,TRABALHO,
